sample_id,group_id,organism_id,collection,collection_id,collection_time,collection_time_unit,collection_time_unit_id,T0_definitionexpsample_type,expsample_type_id,expsample_reference_id,expsample_reference_name,biosample_type,biosample_type_id,biosample_reference_id,biosample_reference_name,replicates,expsample_type,expsample_source
662,,662,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343941,Whole blood,NCIT_C43412,ES1179818,,,Whole blood : NA,GEO
663,,662,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM343942,Whole blood,NCIT_C43412,ES1179819,,,Whole blood : NA,GEO
664,,664,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343943,Whole blood,NCIT_C43412,ES1179820,,,Whole blood : NA,GEO
665,,647,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM343944,Whole blood,NCIT_C43412,ES1179821,,,Whole blood : NA,GEO
666,,647,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343945,Whole blood,NCIT_C43412,ES1179822,,,Whole blood : NA,GEO
667,,650,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM343946,Whole blood,NCIT_C43412,ES1179823,,,Whole blood : NA,GEO
668,,650,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM343947,Whole blood,NCIT_C43412,ES1179824,,,Whole blood : NA,GEO
669,,650,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343948,Whole blood,NCIT_C43412,ES1179825,,,Whole blood : NA,GEO
670,,650,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM343949,Whole blood,NCIT_C43412,ES1179826,,,Whole blood : NA,GEO
671,,643,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM343950,Whole blood,NCIT_C43412,ES1179827,,,Whole blood : NA,GEO
672,,643,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343951,Whole blood,NCIT_C43412,ES1179828,,,Whole blood : NA,GEO
673,,664,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343952,Whole blood,NCIT_C43412,ES1179829,,,Whole blood : NA,GEO
674,,674,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343953,Whole blood,NCIT_C43412,ES1179830,,,Whole blood : NA,GEO
675,,644,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE13699,GSM343954,Whole blood,NCIT_C43412,ES1179831,,,Whole blood : NA,GEO
676,,674,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343955,Whole blood,NCIT_C43412,ES1179832,,,Whole blood : NA,GEO
677,,674,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM343956,Whole blood,NCIT_C43412,ES1179833,,,Whole blood : NA,GEO
678,,659,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343957,Whole blood,NCIT_C43412,ES1179834,,,Whole blood : NA,GEO
679,,659,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM343958,Whole blood,NCIT_C43412,ES1179835,,,Whole blood : NA,GEO
680,,659,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM343959,Whole blood,NCIT_C43412,ES1179836,,,Whole blood : NA,GEO
681,,659,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE13699,GSM343960,Whole blood,NCIT_C43412,ES1179837,,,Whole blood : NA,GEO
682,,682,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM343961,Whole blood,NCIT_C43412,ES1179838,,,Whole blood : NA,GEO
683,,682,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM343962,Whole blood,NCIT_C43412,ES1179839,,,Whole blood : NA,GEO
684,,682,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE13699,GSM343963,Whole blood,NCIT_C43412,ES1179840,,,Whole blood : NA,GEO
685,,682,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE13699,GSM343964,Whole blood,NCIT_C43412,ES1179841,,,Whole blood : NA,GEO
686,,686,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343965,Whole blood,NCIT_C43412,ES1179842,,,Whole blood : NA,GEO
687,,686,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM343966,Whole blood,NCIT_C43412,ES1179843,,,Whole blood : NA,GEO
688,,686,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343967,Whole blood,NCIT_C43412,ES1179844,,,Whole blood : NA,GEO
689,,689,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM343968,Whole blood,NCIT_C43412,ES1179845,,,Whole blood : NA,GEO
690,,689,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM343969,Whole blood,NCIT_C43412,ES1179846,,,Whole blood : NA,GEO
691,,689,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE13699,GSM343970,Whole blood,NCIT_C43412,ES1179847,,,Whole blood : NA,GEO
692,,692,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343971,Whole blood,NCIT_C43412,ES1179848,,,Whole blood : NA,GEO
693,,692,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE13699,GSM343972,Whole blood,NCIT_C43412,ES1179849,,,Whole blood : NA,GEO
694,,692,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE13699,GSM343973,Whole blood,NCIT_C43412,ES1179850,,,Whole blood : NA,GEO
695,,695,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343974,Whole blood,NCIT_C43412,ES1179851,,,Whole blood : NA,GEO
696,,695,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM343975,Whole blood,NCIT_C43412,ES1179852,,,Whole blood : NA,GEO
697,,695,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE13699,GSM343976,Whole blood,NCIT_C43412,ES1179853,,,Whole blood : NA,GEO
698,,698,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343977,Whole blood,NCIT_C43412,ES1179854,,,Whole blood : NA,GEO
699,,698,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM343978,Whole blood,NCIT_C43412,ES1179855,,,Whole blood : NA,GEO
700,,698,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM343979,Whole blood,NCIT_C43412,ES1179856,,,Whole blood : NA,GEO
701,,698,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE13699,GSM343980,Whole blood,NCIT_C43412,ES1179857,,,Whole blood : NA,GEO
702,,702,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343981,Whole blood,NCIT_C43412,ES1179858,,,Whole blood : NA,GEO
703,,702,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343982,Whole blood,NCIT_C43412,ES1179859,,,Whole blood : NA,GEO
704,,702,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM343983,Whole blood,NCIT_C43412,ES1179860,,,Whole blood : NA,GEO
705,,702,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE13699,GSM343984,Whole blood,NCIT_C43412,ES1179861,,,Whole blood : NA,GEO
706,,682,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343985,Whole blood,NCIT_C43412,ES1179862,,,Whole blood : NA,GEO
707,,682,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM343986,Whole blood,NCIT_C43412,ES1179863,,,Whole blood : NA,GEO
708,,708,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM343987,Whole blood,NCIT_C43412,ES1179864,,,Whole blood : NA,GEO
709,,708,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343988,Whole blood,NCIT_C43412,ES1179865,,,Whole blood : NA,GEO
710,,708,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE13699,GSM343989,Whole blood,NCIT_C43412,ES1179866,,,Whole blood : NA,GEO
711,,686,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM343990,Whole blood,NCIT_C43412,ES1179867,,,Whole blood : NA,GEO
712,,686,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE13699,GSM343991,Whole blood,NCIT_C43412,ES1179868,,,Whole blood : NA,GEO
713,,689,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343992,Whole blood,NCIT_C43412,ES1179869,,,Whole blood : NA,GEO
714,,689,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM343993,Whole blood,NCIT_C43412,ES1179870,,,Whole blood : NA,GEO
715,,689,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM343994,Whole blood,NCIT_C43412,ES1179871,,,Whole blood : NA,GEO
716,,689,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE13699,GSM343995,Whole blood,NCIT_C43412,ES1179872,,,Whole blood : NA,GEO
717,,692,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM343996,Whole blood,NCIT_C43412,ES1179873,,,Whole blood : NA,GEO
718,,647,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM343997,Whole blood,NCIT_C43412,ES1179874,,,Whole blood : NA,GEO
719,,692,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM343998,Whole blood,NCIT_C43412,ES1179875,,,Whole blood : NA,GEO
720,,692,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM343999,Whole blood,NCIT_C43412,ES1179876,,,Whole blood : NA,GEO
721,,695,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344000,Whole blood,NCIT_C43412,ES1179877,,,Whole blood : NA,GEO
722,,695,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM344001,Whole blood,NCIT_C43412,ES1179878,,,Whole blood : NA,GEO
723,,695,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM344002,Whole blood,NCIT_C43412,ES1179879,,,Whole blood : NA,GEO
724,,698,blood draw,EFO_0009121,10.0,Days,UO_0000035,,,GSE13699,GSM344003,Whole blood,NCIT_C43412,ES1179880,,,Whole blood : NA,GEO
725,,698,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM344004,Whole blood,NCIT_C43412,ES1179881,,,Whole blood : NA,GEO
726,,698,blood draw,EFO_0009121,28.0,Days,UO_0000035,,,GSE13699,GSM344005,Whole blood,NCIT_C43412,ES1179882,,,Whole blood : NA,GEO
727,,702,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344006,Whole blood,NCIT_C43412,ES1179883,,,Whole blood : NA,GEO
728,,702,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344007,Whole blood,NCIT_C43412,ES1179884,,,Whole blood : NA,GEO
729,,662,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344008,Whole blood,NCIT_C43412,ES1179885,,,Whole blood : NA,GEO
730,,662,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344009,Whole blood,NCIT_C43412,ES1179886,,,Whole blood : NA,GEO
731,,664,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344010,Whole blood,NCIT_C43412,ES1179887,,,Whole blood : NA,GEO
732,,674,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344011,Whole blood,NCIT_C43412,ES1179888,,,Whole blood : NA,GEO
733,,664,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344012,Whole blood,NCIT_C43412,ES1179889,,,Whole blood : NA,GEO
734,,664,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344013,Whole blood,NCIT_C43412,ES1179890,,,Whole blood : NA,GEO
735,,662,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344014,Whole blood,NCIT_C43412,ES1179891,,,Whole blood : NA,GEO
736,,736,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344024,Whole blood,NCIT_C43412,ES1179892,,,Whole blood : NA,GEO
737,,736,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344025,Whole blood,NCIT_C43412,ES1179893,,,Whole blood : NA,GEO
738,,736,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344026,Whole blood,NCIT_C43412,ES1179894,,,Whole blood : NA,GEO
739,,739,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344027,Whole blood,NCIT_C43412,ES1179895,,,Whole blood : NA,GEO
740,,739,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344028,Whole blood,NCIT_C43412,ES1179896,,,Whole blood : NA,GEO
741,,739,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344029,Whole blood,NCIT_C43412,ES1179897,,,Whole blood : NA,GEO
742,,742,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344030,Whole blood,NCIT_C43412,ES1179898,,,Whole blood : NA,GEO
743,,742,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344031,Whole blood,NCIT_C43412,ES1179899,,,Whole blood : NA,GEO
744,,742,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344032,Whole blood,NCIT_C43412,ES1179900,,,Whole blood : NA,GEO
745,,745,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344033,Whole blood,NCIT_C43412,ES1179901,,,Whole blood : NA,GEO
746,,745,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344034,Whole blood,NCIT_C43412,ES1179902,,,Whole blood : NA,GEO
747,,747,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344035,Whole blood,NCIT_C43412,ES1179903,,,Whole blood : NA,GEO
748,,747,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344036,Whole blood,NCIT_C43412,ES1179904,,,Whole blood : NA,GEO
749,,749,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344037,Whole blood,NCIT_C43412,ES1179905,,,Whole blood : NA,GEO
750,,749,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344038,Whole blood,NCIT_C43412,ES1179906,,,Whole blood : NA,GEO
751,,749,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344039,Whole blood,NCIT_C43412,ES1179907,,,Whole blood : NA,GEO
752,,752,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344040,Whole blood,NCIT_C43412,ES1179908,,,Whole blood : NA,GEO
753,,752,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344041,Whole blood,NCIT_C43412,ES1179909,,,Whole blood : NA,GEO
754,,752,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344042,Whole blood,NCIT_C43412,ES1179910,,,Whole blood : NA,GEO
755,,755,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344043,Whole blood,NCIT_C43412,ES1179911,,,Whole blood : NA,GEO
756,,755,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344044,Whole blood,NCIT_C43412,ES1179912,,,Whole blood : NA,GEO
757,,755,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344045,Whole blood,NCIT_C43412,ES1179913,,,Whole blood : NA,GEO
758,,758,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344046,Whole blood,NCIT_C43412,ES1179914,,,Whole blood : NA,GEO
759,,758,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344047,Whole blood,NCIT_C43412,ES1179915,,,Whole blood : NA,GEO
760,,758,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344048,Whole blood,NCIT_C43412,ES1179916,,,Whole blood : NA,GEO
761,,761,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344049,Whole blood,NCIT_C43412,ES1179917,,,Whole blood : NA,GEO
762,,761,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344050,Whole blood,NCIT_C43412,ES1179918,,,Whole blood : NA,GEO
763,,763,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE13699,GSM344051,Whole blood,NCIT_C43412,ES1179919,,,Whole blood : NA,GEO
764,,763,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344052,Whole blood,NCIT_C43412,ES1179920,,,Whole blood : NA,GEO
765,,763,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344053,Whole blood,NCIT_C43412,ES1179921,,,Whole blood : NA,GEO
766,,761,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344054,Whole blood,NCIT_C43412,ES1179922,,,Whole blood : NA,GEO
767,,745,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344055,Whole blood,NCIT_C43412,ES1179923,,,Whole blood : NA,GEO
768,,747,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344056,Whole blood,NCIT_C43412,ES1179924,,,Whole blood : NA,GEO
769,,769,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344057,PBMC,NCIT_C12519,ES1179925,,,PBMC : NA,GEO
770,,769,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344058,PBMC,NCIT_C12519,ES1179926,,,PBMC : NA,GEO
771,,771,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344059,PBMC,NCIT_C12519,ES1179927,,,PBMC : NA,GEO
772,,771,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344060,PBMC,NCIT_C12519,ES1179928,,,PBMC : NA,GEO
773,,773,blood draw,EFO_0009121,3.0,Days,UO_0000035,,,GSE13699,GSM344061,PBMC,NCIT_C12519,ES1179929,,,PBMC : NA,GEO
774,,769,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344062,PBMC,NCIT_C12519,ES1179930,,,PBMC : NA,GEO
775,,769,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344063,PBMC,NCIT_C12519,ES1179931,,,PBMC : NA,GEO
776,,771,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344064,PBMC,NCIT_C12519,ES1179932,,,PBMC : NA,GEO
777,,771,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344065,PBMC,NCIT_C12519,ES1179933,,,PBMC : NA,GEO
778,,773,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344066,PBMC,NCIT_C12519,ES1179934,,,PBMC : NA,GEO
779,,773,blood draw,EFO_0009121,7.0,Days,UO_0000035,,,GSE13699,GSM344067,PBMC,NCIT_C12519,ES1179935,,,PBMC : NA,GEO
780,,769,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM344068,PBMC,NCIT_C12519,ES1179936,,,PBMC : NA,GEO
781,,769,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM344069,PBMC,NCIT_C12519,ES1179937,,,PBMC : NA,GEO
782,,771,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM344070,PBMC,NCIT_C12519,ES1179938,,,PBMC : NA,GEO
783,,771,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM344071,PBMC,NCIT_C12519,ES1179939,,,PBMC : NA,GEO
784,,773,blood draw,EFO_0009121,14.0,Days,UO_0000035,,,GSE13699,GSM344072,PBMC,NCIT_C12519,ES1179940,,,PBMC : NA,GEO
785,,785,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE18323,GSM457370,PBMC,NCIT_C12519,ES1180068,,,PBMC : NA,GEO
786,,785,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457371,PBMC,NCIT_C12519,ES1180069,,,PBMC : NA,GEO
787,,785,blood draw,EFO_0009121,74.0,Days,UO_0000035,,,GSE18323,GSM457372,PBMC,NCIT_C12519,ES1180070,,,PBMC : NA,GEO
788,,785,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457373,PBMC,NCIT_C12519,ES1180071,,,PBMC : NA,GEO
789,,785,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457374,PBMC,NCIT_C12519,ES1180072,,,PBMC : NA,GEO
790,,790,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457375,PBMC,NCIT_C12519,ES1180073,,,PBMC : NA,GEO
791,,790,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457376,PBMC,NCIT_C12519,ES1180074,,,PBMC : NA,GEO
792,,790,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457377,PBMC,NCIT_C12519,ES1180075,,,PBMC : NA,GEO
793,,793,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE18323,GSM457378,PBMC,NCIT_C12519,ES1180076,,,PBMC : NA,GEO
794,,793,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457379,PBMC,NCIT_C12519,ES1180077,,,PBMC : NA,GEO
795,,793,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457380,PBMC,NCIT_C12519,ES1180078,,,PBMC : NA,GEO
796,,793,blood draw,EFO_0009121,74.0,Days,UO_0000035,,,GSE18323,GSM457381,PBMC,NCIT_C12519,ES1180079,,,PBMC : NA,GEO
797,,793,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457382,PBMC,NCIT_C12519,ES1180080,,,PBMC : NA,GEO
798,,798,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE18323,GSM457383,PBMC,NCIT_C12519,ES1180081,,,PBMC : NA,GEO
799,,798,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457384,PBMC,NCIT_C12519,ES1180082,,,PBMC : NA,GEO
800,,798,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457385,PBMC,NCIT_C12519,ES1180083,,,PBMC : NA,GEO
801,,798,blood draw,EFO_0009121,74.0,Days,UO_0000035,,,GSE18323,GSM457386,PBMC,NCIT_C12519,ES1180084,,,PBMC : NA,GEO
802,,798,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457387,PBMC,NCIT_C12519,ES1180085,,,PBMC : NA,GEO
803,,803,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE18323,GSM457388,PBMC,NCIT_C12519,ES1180086,,,PBMC : NA,GEO
804,,803,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457389,PBMC,NCIT_C12519,ES1180087,,,PBMC : NA,GEO
805,,803,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457390,PBMC,NCIT_C12519,ES1180088,,,PBMC : NA,GEO
806,,803,blood draw,EFO_0009121,74.0,Days,UO_0000035,,,GSE18323,GSM457391,PBMC,NCIT_C12519,ES1180089,,,PBMC : NA,GEO
807,,803,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457392,PBMC,NCIT_C12519,ES1180090,,,PBMC : NA,GEO
808,,808,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE18323,GSM457393,PBMC,NCIT_C12519,ES1180091,,,PBMC : NA,GEO
809,,808,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457394,PBMC,NCIT_C12519,ES1180092,,,PBMC : NA,GEO
810,,808,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457395,PBMC,NCIT_C12519,ES1180093,,,PBMC : NA,GEO
811,,808,blood draw,EFO_0009121,74.0,Days,UO_0000035,,,GSE18323,GSM457396,PBMC,NCIT_C12519,ES1180094,,,PBMC : NA,GEO
812,,808,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457397,PBMC,NCIT_C12519,ES1180095,,,PBMC : NA,GEO
813,,813,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE18323,GSM457398,PBMC,NCIT_C12519,ES1180096,,,PBMC : NA,GEO
814,,813,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457399,PBMC,NCIT_C12519,ES1180097,,,PBMC : NA,GEO
815,,813,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457400,PBMC,NCIT_C12519,ES1180098,,,PBMC : NA,GEO
816,,813,blood draw,EFO_0009121,74.0,Days,UO_0000035,,,GSE18323,GSM457401,PBMC,NCIT_C12519,ES1180099,,,PBMC : NA,GEO
817,,813,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457402,PBMC,NCIT_C12519,ES1180100,,,PBMC : NA,GEO
818,,818,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457403,PBMC,NCIT_C12519,ES1180101,,,PBMC : NA,GEO
819,,818,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457404,PBMC,NCIT_C12519,ES1180102,,,PBMC : NA,GEO
820,,818,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457405,PBMC,NCIT_C12519,ES1180103,,,PBMC : NA,GEO
821,,821,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE18323,GSM457406,PBMC,NCIT_C12519,ES1180104,,,PBMC : NA,GEO
822,,821,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457407,PBMC,NCIT_C12519,ES1180105,,,PBMC : NA,GEO
823,,821,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457408,PBMC,NCIT_C12519,ES1180106,,,PBMC : NA,GEO
824,,821,blood draw,EFO_0009121,74.0,Days,UO_0000035,,,GSE18323,GSM457409,PBMC,NCIT_C12519,ES1180107,,,PBMC : NA,GEO
825,,821,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457410,PBMC,NCIT_C12519,ES1180108,,,PBMC : NA,GEO
826,,826,blood draw,EFO_0009121,0.0,Days,UO_0000035,,,GSE18323,GSM457411,PBMC,NCIT_C12519,ES1180109,,,PBMC : NA,GEO
827,,826,blood draw,EFO_0009121,74.0,Days,UO_0000035,,,GSE18323,GSM457412,PBMC,NCIT_C12519,ES1180110,,,PBMC : NA,GEO
828,,826,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457413,PBMC,NCIT_C12519,ES1180111,,,PBMC : NA,GEO
829,,829,blood draw,EFO_0009121,60.0,Days,UO_0000035,,,GSE18323,GSM457414,PBMC,NCIT_C12519,ES1180112,,,PBMC : NA,GEO
830,,829,blood draw,EFO_0009121,61.0,Days,UO_0000035,,,GSE18323,GSM457415,PBMC,NCIT_C12519,ES1180113,,,PBMC : NA,GEO
831,,829,blood draw,EFO_0009121,63.0,Days,UO_0000035,,,GSE18323,GSM457416,PBMC,NCIT_C12519,ES1180114,,,PBMC : NA,GEO
